position,track_name,title_author,danceability,energy,speechiness,valence,mode,acousticness,tempo,duration_ms,loudness,URL
5,Луна не знает пути (Demo Version),Тайпан,0.729,0.488,0.389,0.586,0,0.259,172.077,103327,-7.268,https://open.spotify.com/track/39yamZ1XJQBPkRDIBCWcwl
6,23 Nisan Kutlu Olsun,Sinan Kayabaşı,0.688,0.885,0.0418,0.704,0,0.00185,115.014,192982,-5.083,https://open.spotify.com/track/6ffgXQhOulI2q0XZYVv5UR
7,Nude Atar Mısın - Radio Edit,Ramil Shadman,0.812,0.497,0.0644,0.662,1,0.833,151.054,63768,-10.824,https://open.spotify.com/track/6k6NGPdudDULl7C7aMRDx6
8,Sve Je Laž,Dino Merlin,0.629,0.572,0.031,0.501,0,0.24,147.94,255613,-8.488,https://open.spotify.com/track/4yFccPfzKmgIMb44c0J0a5
9,Thunder,Catnapp,0.629,0.745,0.0318,0.459,1,0.847,89.979,240070,-9.437,https://open.spotify.com/track/1d4m1qmn5Bu2Y7dXBCM1kw
10,Djadja,Aya Nakamura,0.829,0.797,0.109,0.549,1,0.0617,97.972,171133,-5.428,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
11,Seni Dert Etmeler,Madrigal,0.552,0.608,0.0274,0.835,0,0.148,88.002,188500,-11.211,https://open.spotify.com/track/2Aq4sw2LKalsQ7m4pzLZ88
12,23 Nisan Şarkısı,Şebnem Sarman,0.313,0.542,0.0372,0.708,0,0.805,200.0,151935,-4.866,https://open.spotify.com/track/5qmEfmJkbi7dsLJtwsnLbC
13,Rolex,Ayo & Teo,0.804,0.886,0.04,0.789,1,0.0837,144.946,238587,-2.512,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt
14,Yanmayalım mı Ertan,Ali Biçim,0.794,0.371,0.305,0.0644,1,0.0668,150.132,147400,-7.99,https://open.spotify.com/track/6xLFFcVjqSSaHdPxfyecLu
15,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
16,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
17,Zamansız Şarkılar,İkilem,0.695,0.493,0.0588,0.46,0,0.12,77.005,242000,-10.518,https://open.spotify.com/track/0fFnzJPRM2zcPZV1UrM0VJ
18,Homage,Mild High Club,0.546,0.468,0.0287,0.416,1,0.153,73.372,177493,-8.167,https://open.spotify.com/track/7pegxVesMmE2qK0o58xoFG
19,Astronomia,Vicetone,0.653,0.945,0.096,0.326,1,0.00561,126.093,198095,-2.634,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
20,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
21,Dünyadan Uzak,Pinhani,0.583,0.542,0.0291,0.354,0,0.029,102.94,247243,-8.366,https://open.spotify.com/track/4KhTyJ1cJeHaY4ZS2u3e6A
22,Coronavirus,iMarkkeyz,0.716,0.831,0.204,0.821,0,0.000898,83.988,154854,-3.878,https://open.spotify.com/track/1QboqlLbKsUvQRohea6KaE
23,Astronomia 2K19 - Radio Edit,Stephan F,0.666,0.69,0.219,0.546,0,0.000569,126.17,190486,-4.952,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
24,Kalmam,Ebru Yaşar,0.704,0.651,0.133,0.54,0,0.519,144.965,208966,-6.445,https://open.spotify.com/track/5dCXnMbtn7Uzb4lHolYUPd
25,Unutulacak Dünler,Gazapizm,0.627,0.833,0.179,0.69,0,0.0655,179.935,295637,-7.218,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3
26,Bu Kente Yalnızlık Çöktüğü Zaman,Fatih Yilmaz,0.647,0.786,0.0348,0.384,0,0.324,99.95,158400,-7.324,https://open.spotify.com/track/7HXEu2QMLAbGTccwQpV9Xl
27,O Ben Olamam,Mavi Gri,0.272,0.442,0.0496,0.321,0,0.0425,82.809,319270,-10.516,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
28,PORFA,Feid,0.843,0.549,0.164,0.541,0,0.0948,83.982,233000,-8.018,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
29,ERI KEKE,G0KAY,0.662,0.606,0.321,0.278,1,0.176,158.043,144399,-7.821,https://open.spotify.com/track/61OdeTZ2rhQ3941yYuX8yB
30,En el Aire,Vega Almohalla,0.562,0.537,0.108,0.416,1,0.194,169.908,185993,-6.808,https://open.spotify.com/track/6T3O2ghWXY2eJHdlHh6iFN
31,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
32,Sar Bu Şehri (Akustik),Canozan,0.346,0.287,0.0369,0.117,0,0.857,188.62,204331,-10.965,https://open.spotify.com/track/4YiW28JXKVnk0wGTLUfUz8
33,Savage,Megan Thee Stallion,0.843,0.741,0.334,0.68,1,0.0252,168.983,155497,-5.609,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
34,Radyoda Neşet,Samet Yıldırım,0.741,0.726,0.0378,0.438,0,0.00238,128.059,275644,-6.249,https://open.spotify.com/track/5CeGaK1bdcEsrP7i0siIfn
35,Sonu Gelmez,Bilal Sonses,0.661,0.855,0.124,0.742,0,0.386,167.902,214821,-3.923,https://open.spotify.com/track/2EcyUitRil7H1qcOuMYVhK
36,?Keksin?,Gris,0.705,0.737,0.401,0.728,1,0.356,88.951,223147,-6.36,https://open.spotify.com/track/5j1GS20j3eL8oQ4pKNWpUK
37,Yine de 2,Bilici,0.728,0.62,0.038,0.266,0,0.781,134.925,233032,-7.701,https://open.spotify.com/track/37KV0IGG9cDwgDqtbtJf6u
38,Beni Kendinden Kurtar,Perdenin Ardındakiler,0.456,0.311,0.0289,0.216,0,0.61,156.193,206434,-9.18,https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
39,Love Is The Weapon,Elephant Heart,0.771,0.731,0.0624,0.522,0,0.0187,94.965,204550,-4.333,https://open.spotify.com/track/4LrLXPghNQkHNWye6Gr6vk
40,Kader,Moskape,0.416,0.759,0.124,0.18,0,0.0739,162.234,202702,-4.926,https://open.spotify.com/track/7gxZvLwf602Z4RffNLcMVb
41,Teni Tenime,Sena Şener,0.751,0.45,0.125,0.6,1,0.193,130.994,196099,-7.665,https://open.spotify.com/track/4rHShZ4XGtYTBhBmBsM4GL
42,They Call Me Tiago (Her Name Is Margo),Tiagz,0.878,0.578,0.0722,0.148,1,0.196,100.996,154455,-7.581,https://open.spotify.com/track/1UxYmRBBJMMuzYcK9miSYs
43,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,0.46,0.564,0.0343,0.962,0,0.538,135.178,139845,-10.329,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu
44,Sapa,Emir Can İğrek,0.621,0.721,0.0255,0.264,0,0.169,93.986,209075,-6.367,https://open.spotify.com/track/0dIjz9nV55CVd8PGJRP3zL
45,Supalonely,BENEE,0.863,0.631,0.0534,0.817,1,0.305,128.977,223480,-4.689,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
46,Kuzey Yıldızı,Volkan Bekçi,0.617,0.283,0.0353,0.539,0,0.92,92.811,133004,-10.088,https://open.spotify.com/track/3o7PVpSgTmAFlY0H8tLtEx
47,Ti amo,Umberto Tozzi,0.282,0.526,0.0337,0.679,1,0.617,185.638,245693,-5.709,https://open.spotify.com/track/5Gz9p2oDVHNHLoQOPHzaXm
48,Cümleler,Nikof,0.653,0.414,0.0609,0.436,0,0.709,113.972,242000,-12.713,https://open.spotify.com/track/5KnY5E37T0G3FFMAKWuKKd
49,Kalbim Seninle Güzel,Uğur Akyürek,0.409,0.328,0.103,0.278,0,0.77,75.073,226038,-11.332,https://open.spotify.com/track/6oTaTBkonxzTOiLSU2Zo4h
50,23 Nisan,Metin Özülkü,0.884,0.488,0.0359,0.968,1,0.089,116.127,66533,-12.087,https://open.spotify.com/track/4gc1cpuybC7eHbl8N5QR6h
1,Луна не знает пути,Тайпан,0.747,0.484,0.252,0.467,0,0.418,171.97,131163,-7.938,https://open.spotify.com/track/2erwvnNpf1mIyC0M6F7KDg
2,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
3,Mert KIYAK - Gel,Mert Kıyak,0.78,0.343,0.0769,0.547,0,0.586,84.979,172344,-10.33,https://open.spotify.com/track/7r36IPB6w0rPWMBDVJPshI
4,Rolex,Ayo & Teo,0.804,0.886,0.04,0.789,1,0.0837,144.946,238587,-2.512,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt
5,Tom's Diner,AnnenMayKantereit,0.68,0.428,0.135,0.334,0,0.376,98.222,269333,-8.107,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
6,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
7,Луна не знает пути (Demo Version),Тайпан,0.729,0.488,0.389,0.586,0,0.259,172.077,103327,-7.268,https://open.spotify.com/track/39yamZ1XJQBPkRDIBCWcwl
8,Nude Atar Mısın - Radio Edit,Ramil Shadman,0.812,0.497,0.0644,0.662,1,0.833,151.054,63768,-10.824,https://open.spotify.com/track/6k6NGPdudDULl7C7aMRDx6
9,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
10,Djadja,Aya Nakamura,0.829,0.797,0.109,0.549,1,0.0617,97.972,171133,-5.428,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
11,Thunder,Catnapp,0.629,0.745,0.0318,0.459,1,0.847,89.979,240070,-9.437,https://open.spotify.com/track/1d4m1qmn5Bu2Y7dXBCM1kw
12,Bu Kente Yalnızlık Çöktüğü Zaman,Fatih Yilmaz,0.647,0.786,0.0348,0.384,0,0.324,99.95,158400,-7.324,https://open.spotify.com/track/7HXEu2QMLAbGTccwQpV9Xl
13,Astronomia,Vicetone,0.653,0.945,0.096,0.326,1,0.00561,126.093,198095,-2.634,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
14,Coronavirus,iMarkkeyz,0.716,0.831,0.204,0.821,0,0.000898,83.988,154854,-3.878,https://open.spotify.com/track/1QboqlLbKsUvQRohea6KaE
15,PORFA,Feid,0.843,0.549,0.164,0.541,0,0.0948,83.982,233000,-8.018,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
16,Unutulacak Dünler,Gazapizm,0.627,0.833,0.179,0.69,0,0.0655,179.935,295637,-7.218,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3
17,O Ben Olamam,Mavi Gri,0.272,0.442,0.0496,0.321,0,0.0425,82.809,319270,-10.516,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
18,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
19,Astronomia 2K19 - Radio Edit,Stephan F,0.666,0.69,0.219,0.546,0,0.000569,126.17,190486,-4.952,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
20,En el Aire,Vega Almohalla,0.562,0.537,0.108,0.416,1,0.194,169.908,185993,-6.808,https://open.spotify.com/track/6T3O2ghWXY2eJHdlHh6iFN
21,Kalmam,Ebru Yaşar,0.704,0.651,0.133,0.54,0,0.519,144.965,208966,-6.445,https://open.spotify.com/track/5dCXnMbtn7Uzb4lHolYUPd
22,Love Is The Weapon,Elephant Heart,0.771,0.731,0.0624,0.522,0,0.0187,94.965,204550,-4.333,https://open.spotify.com/track/4LrLXPghNQkHNWye6Gr6vk
23,Teni Tenime,Sena Şener,0.751,0.45,0.125,0.6,1,0.193,130.994,196099,-7.665,https://open.spotify.com/track/4rHShZ4XGtYTBhBmBsM4GL
24,Homage,Mild High Club,0.546,0.468,0.0287,0.416,1,0.153,73.372,177493,-8.167,https://open.spotify.com/track/7pegxVesMmE2qK0o58xoFG
25,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
26,Savage,Megan Thee Stallion,0.843,0.741,0.334,0.68,1,0.0252,168.983,155497,-5.609,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
27,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,0.46,0.564,0.0343,0.962,0,0.538,135.178,139845,-10.329,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu
28,Bella ciao,Najwa,0.547,0.198,0.0404,0.307,1,0.511,94.333,129594,-18.351,https://open.spotify.com/track/1l0i7201yGXdNFKZMJLs7M
29,Supalonely,BENEE,0.863,0.631,0.0534,0.817,1,0.305,128.977,223480,-4.689,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
30,Ti amo,Umberto Tozzi,0.282,0.526,0.0337,0.679,1,0.617,185.638,245693,-5.709,https://open.spotify.com/track/5Gz9p2oDVHNHLoQOPHzaXm
31,Gökyüzüne Dek,Şehzade,0.752,0.717,0.219,0.689,1,0.248,94.979,199579,-8.294,https://open.spotify.com/track/3wBdcjMYC4YpZWpVkU8rGP
32,Bu Gezegen Benimki Değil,Henry The Lee,0.318,0.674,0.0732,0.586,1,0.299,99.024,295709,-10.099,https://open.spotify.com/track/6RbhULwsTW5AqZgONWeNxO
33,Beni Kendinden Kurtar,Perdenin Ardındakiler,0.456,0.311,0.0289,0.216,0,0.61,156.193,206434,-9.18,https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
34,Sar Bu Şehri (Akustik),Canozan,0.346,0.287,0.0369,0.117,0,0.857,188.62,204331,-10.965,https://open.spotify.com/track/4YiW28JXKVnk0wGTLUfUz8
35,They Call Me Tiago (Her Name Is Margo),Tiagz,0.878,0.578,0.0722,0.148,1,0.196,100.996,154455,-7.581,https://open.spotify.com/track/1UxYmRBBJMMuzYcK9miSYs
36,Her Yer Karanlık,Günay Aksoy,0.691,0.623,0.107,0.475,1,0.144,135.956,208211,-7.608,https://open.spotify.com/track/3Z5asGY62KL6Apsl5a1hRV
37,Rest,Sefo,0.83,0.591,0.411,0.67,1,0.167,194.132,188144,-9.752,https://open.spotify.com/track/1dENt97EfRniRMfd2pM7Ms
38,Breaking Me,Topic,0.789,0.72,0.218,0.664,0,0.223,122.031,166794,-5.652,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
39,Sweet Night,V,0.462,0.339,0.025,0.149,1,0.495,92.106,214259,-7.943,https://open.spotify.com/track/39EXZNMxb4RBHlRjnRaOKp
40,Dance Monkey (8D Audio),8D Tunes,0.481,0.616,0.0482,0.252,0,0.0104,98.041,180485,-10.65,https://open.spotify.com/track/4KgAFt6Tt4E96poxgq5dVJ
41,Pahalı,Murda,0.895,0.719,0.194,0.48,0,0.0653,95.016,132150,-4.086,https://open.spotify.com/track/49nLiYUglfKP3GCIPkRZ4g
42,Kafamda kentsel dönüşümler,İkiye On Kala,0.68,0.543,0.0573,0.754,0,0.193,86.991,181379,-11.323,https://open.spotify.com/track/7iEfRnNqAcTse7APwo64D5
43,Elefante,NK,0.894,0.702,0.164,0.307,1,0.203,90.01,161917,-4.098,https://open.spotify.com/track/5s727A4OsVB8vG8eBo2D0s
44,Kan,Mert Koçak,0.601,0.456,0.101,0.17,0,0.343,77.963,166154,-11.205,https://open.spotify.com/track/3PZlWSST4arXI0pSKxBrBn
45,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
46,Yarınım Yok,Kaya Giray,0.701,0.668,0.0591,0.513,0,0.325,90.015,181000,-6.76,https://open.spotify.com/track/2r4FPlaVXRdR2nSbUqcTgr
47,Yıkıl Karşımdan,Demet Akalın,0.599,0.708,0.0553,0.423,0,0.482,163.942,270747,-7.187,https://open.spotify.com/track/41CWnrbOXTsl44dlXLRYho
48,Sen Bir Aysın,Kenan Yılmaz,0.326,0.199,0.0312,0.16,0,0.739,104.731,191867,-10.355,https://open.spotify.com/track/1qxdGAh2V15YWfc80Vb6SQ
49,Gel Bahtımın Kar Beyazı,Müslüm Gürses,0.357,0.491,0.0564,0.527,0,0.601,156.76,295760,-7.036,https://open.spotify.com/track/54PFihsURQJVG475n02Pwg
50,Heveslenmem,Lil Zey,0.764,0.506,0.095,0.517,0,0.484,122.129,180984,-7.344,https://open.spotify.com/track/2KTS944WTCWEL1IAlYhzD6
1,Mert KIYAK - Gel,Mert Kıyak,0.78,0.343,0.0769,0.547,0,0.586,84.979,172344,-10.33,https://open.spotify.com/track/7r36IPB6w0rPWMBDVJPshI
2,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
3,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
4,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
5,Love Is The Weapon,Elephant Heart,0.771,0.731,0.0624,0.522,0,0.0187,94.965,204550,-4.333,https://open.spotify.com/track/4LrLXPghNQkHNWye6Gr6vk
6,Луна не знает пути,Тайпан,0.747,0.484,0.252,0.467,0,0.418,171.97,131163,-7.938,https://open.spotify.com/track/2erwvnNpf1mIyC0M6F7KDg
7,Unutulacak Dünler,Gazapizm,0.627,0.833,0.179,0.69,0,0.0655,179.935,295637,-7.218,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3
8,PORFA,Feid,0.843,0.549,0.164,0.541,0,0.0948,83.982,233000,-8.018,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
9,Tom's Diner,AnnenMayKantereit,0.68,0.428,0.135,0.334,0,0.376,98.222,269333,-8.107,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
10,Thunder,Catnapp,0.629,0.745,0.0318,0.459,1,0.847,89.979,240070,-9.437,https://open.spotify.com/track/1d4m1qmn5Bu2Y7dXBCM1kw
11,Bella ciao,Najwa,0.547,0.198,0.0404,0.307,1,0.511,94.333,129594,-18.351,https://open.spotify.com/track/1l0i7201yGXdNFKZMJLs7M
12,O Ben Olamam,Mavi Gri,0.272,0.442,0.0496,0.321,0,0.0425,82.809,319270,-10.516,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
13,Teni Tenime,Sena Şener,0.751,0.45,0.125,0.6,1,0.193,130.994,196099,-7.665,https://open.spotify.com/track/4rHShZ4XGtYTBhBmBsM4GL
14,Astronomia,Vicetone,0.653,0.945,0.096,0.326,1,0.00561,126.093,198095,-2.634,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
15,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
16,Baştan Başlayamam,Doğan Duru,0.606,0.487,0.0335,0.369,0,0.363,95.983,250404,-11.034,https://open.spotify.com/track/5jUkJJTX3hN4QONNvgDttK
17,Kalmam,Ebru Yaşar,0.704,0.651,0.133,0.54,0,0.519,144.965,208966,-6.445,https://open.spotify.com/track/5dCXnMbtn7Uzb4lHolYUPd
18,Djadja,Aya Nakamura,0.829,0.797,0.109,0.549,1,0.0617,97.972,171133,-5.428,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
19,Ti amo,Umberto Tozzi,0.282,0.526,0.0337,0.679,1,0.617,185.638,245693,-5.709,https://open.spotify.com/track/5Gz9p2oDVHNHLoQOPHzaXm
20,Astronomia 2K19 - Radio Edit,Stephan F,0.666,0.69,0.219,0.546,0,0.000569,126.17,190486,-4.952,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
21,Dance Monkey (8D Audio),8D Tunes,0.481,0.616,0.0482,0.252,0,0.0104,98.041,180485,-10.65,https://open.spotify.com/track/4KgAFt6Tt4E96poxgq5dVJ
22,En el Aire,Vega Almohalla,0.562,0.537,0.108,0.416,1,0.194,169.908,185993,-6.808,https://open.spotify.com/track/6T3O2ghWXY2eJHdlHh6iFN
23,Virüs Girmiş Sana,Ankaralı Turgut,0.741,0.924,0.0459,0.932,1,0.38,97.946,244000,-7.429,https://open.spotify.com/track/5sNl6HEE03eD8VFSSHPS28
24,Her Yer Karanlık,Günay Aksoy,0.691,0.623,0.107,0.475,1,0.144,135.956,208211,-7.608,https://open.spotify.com/track/3Z5asGY62KL6Apsl5a1hRV
25,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
26,Sen Bir Aysın,Kenan Yılmaz,0.326,0.199,0.0312,0.16,0,0.739,104.731,191867,-10.355,https://open.spotify.com/track/1qxdGAh2V15YWfc80Vb6SQ
27,Rest,Sefo,0.83,0.591,0.411,0.67,1,0.167,194.132,188144,-9.752,https://open.spotify.com/track/1dENt97EfRniRMfd2pM7Ms
28,Coronavirus,iMarkkeyz,0.716,0.831,0.204,0.821,0,0.000898,83.988,154854,-3.878,https://open.spotify.com/track/1QboqlLbKsUvQRohea6KaE
29,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,0.46,0.564,0.0343,0.962,0,0.538,135.178,139845,-10.329,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu
30,Think About Things,Daði Freyr,0.871,0.341,0.0576,0.612,0,0.0311,127.001,173386,-8.932,https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7
31,Kolay Ağlayamam,Sefa Doğanay,0.656,0.362,0.0652,0.268,0,0.635,83.078,225542,-10.505,https://open.spotify.com/track/3uM90tkYeF3gDiTDqMUFga
32,Bedel Ödedik,Vedat Alçay,0.564,0.396,0.208,0.121,1,0.127,130.909,211712,-8.005,https://open.spotify.com/track/5jDncQjbJeH1a51ZV62A6W
33,Moral of the Story,Ashe,0.572,0.406,0.0427,0.265,1,0.587,119.812,201084,-8.624,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
34,Savage,Megan Thee Stallion,0.843,0.741,0.334,0.68,1,0.0252,168.983,155497,-5.609,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
35,Supalonely,BENEE,0.863,0.631,0.0534,0.817,1,0.305,128.977,223480,-4.689,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
36,Beni Kendinden Kurtar,Perdenin Ardındakiler,0.456,0.311,0.0289,0.216,0,0.61,156.193,206434,-9.18,https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
37,Yıkıl Karşımdan,Demet Akalın,0.599,0.708,0.0553,0.423,0,0.482,163.942,270747,-7.187,https://open.spotify.com/track/41CWnrbOXTsl44dlXLRYho
38,Heveslenmem,Lil Zey,0.764,0.506,0.095,0.517,0,0.484,122.129,180984,-7.344,https://open.spotify.com/track/2KTS944WTCWEL1IAlYhzD6
39,They Call Me Tiago (Her Name Is Margo),Tiagz,0.878,0.578,0.0722,0.148,1,0.196,100.996,154455,-7.581,https://open.spotify.com/track/1UxYmRBBJMMuzYcK9miSYs
40,Yarınım Yok,Kaya Giray,0.701,0.668,0.0591,0.513,0,0.325,90.015,181000,-6.76,https://open.spotify.com/track/2r4FPlaVXRdR2nSbUqcTgr
41,Bornovalı mısın?,Fondip,0.6,0.906,0.0597,0.397,0,0.229,152.027,213158,-5.448,https://open.spotify.com/track/2Ih8jwDRAMXZWhyWlHBZiv
42,Kafamda kentsel dönüşümler,İkiye On Kala,0.68,0.543,0.0573,0.754,0,0.193,86.991,181379,-11.323,https://open.spotify.com/track/7iEfRnNqAcTse7APwo64D5
43,Bildiğim Gibi,Deeperise,0.712,0.474,0.0357,0.266,1,0.357,94.997,174316,-11.702,https://open.spotify.com/track/3S5ZIMV8MGbR07dWdlBEz5
44,Ben De Yoluma Giderim,Sezen Aksu,0.65,0.315,0.0463,0.278,0,0.839,137.932,200871,-8.954,https://open.spotify.com/track/0YGzausz5cMhQDiJj1RQuv
45,Sar Bu Şehri (Akustik),Canozan,0.346,0.287,0.0369,0.117,0,0.857,188.62,204331,-10.965,https://open.spotify.com/track/4YiW28JXKVnk0wGTLUfUz8
46,Sweet Night,V,0.462,0.339,0.025,0.149,1,0.495,92.106,214259,-7.943,https://open.spotify.com/track/39EXZNMxb4RBHlRjnRaOKp
47,Alışılmışın Dışında,Enes Ergin,0.647,0.661,0.0275,0.153,0,0.238,89.985,271257,-5.259,https://open.spotify.com/track/2SNhOGbjhFck7dCPlYDKJT
48,Elefante,NK,0.894,0.702,0.164,0.307,1,0.203,90.01,161917,-4.098,https://open.spotify.com/track/5s727A4OsVB8vG8eBo2D0s
49,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,0.62,0.645,0.0345,0.883,0,0.255,89.997,208628,-8.661,https://open.spotify.com/track/5DJEXxOutnFD5GEUVk88yE
50,Gözyaşlarım anlatır,Seren Sındık,0.49,0.263,0.0373,0.188,0,0.951,93.515,205409,-8.381,https://open.spotify.com/track/2mniGcmjliKTuOIiHVNRaF
1,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
2,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,0.0892,0.33,0,0.0686,112.05,176547,-7.567,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
3,Skechers,DripReport,0.903,0.327,0.0877,0.274,1,0.26,100.008,106000,-9.727,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
4,Unutulacak Dünler,Gazapizm,0.627,0.833,0.179,0.69,0,0.0655,179.935,295637,-7.218,https://open.spotify.com/track/3aXTeIVnDvo2MT1xLTdGK3
5,Dance Monkey (8D Audio),8D Tunes,0.481,0.616,0.0482,0.252,0,0.0104,98.041,180485,-10.65,https://open.spotify.com/track/4KgAFt6Tt4E96poxgq5dVJ
6,Böyle Güzelsin Hep Böyle Kal,Uyukusuz Patik,0.409,0.0736,0.0582,0.749,0,0.953,144.292,150489,-23.029,https://open.spotify.com/track/6qy18WXY7ZLmjcw9VhZmCV
7,Moral of the Story,Ashe,0.572,0.406,0.0427,0.265,1,0.587,119.812,201084,-8.624,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
8,Think About Things,Daði Freyr,0.869,0.291,0.0615,0.646,0,0.0235,127.051,173387,-11.477,https://open.spotify.com/track/5crhbtfcOWIfN5NbkqQRql
9,O Ben Olamam,Mavi Gri,0.272,0.442,0.0496,0.321,0,0.0425,82.809,319270,-10.516,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
10,Virüs Girmiş Sana,Ankaralı Turgut,0.741,0.924,0.0459,0.932,1,0.38,97.946,244000,-7.429,https://open.spotify.com/track/5sNl6HEE03eD8VFSSHPS28
