Fecha,Position,Track_Name,Artist,URL
14/05/2020,32,Dumhdurum,Apink,https://open.spotify.com/track/2ljLbFotsy2hFxAkjpsfbb
14/05/2020,33,"Tutti Frutti","Little Richard",https://open.spotify.com/track/2iXcvnD3d1gfLBum0cE5Eg
14/05/2020,34,eighty,Landspeed,https://open.spotify.com/track/6T6Ok215XR8OAJ4Bvd77Nq
14/05/2020,35,"Miljoona Valoo","Leo Luthando",https://open.spotify.com/track/3JSwNIPiHSdHqKjgGZyV4G
14/05/2020,36,"La Isla Bonita","Hr. Troels",https://open.spotify.com/track/3oJYe7NI7juu1HIGyyvwec
14/05/2020,37,PTSD,"G Herbo",https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
14/05/2020,38,Control,"Zoe Wees",https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t
14/05/2020,39,"Bonnie x Clyde",Ninski,https://open.spotify.com/track/2MwDjdXfDGWJOYvQBzGfHE
14/05/2020,40,"Boss Bitch","Doja Cat",https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
14/05/2020,41,"I'm Yer Dad",GRLwood,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU
14/05/2020,42,"Neljän Seinän Valtias",Diskotimantti,https://open.spotify.com/track/2Xe0LukPZhpPDuuDD2KUBi
14/05/2020,43,"Sykepleierinnen (Sykehuset 2020)","El Papi",https://open.spotify.com/track/0OdiOUBYdTUuw4aMGr1oqP
14/05/2020,44,"Oh my god",(G)I-DLE,https://open.spotify.com/track/2DmRXiyn03tOqKgEJXlaiJ
14/05/2020,45,Танцевать,"Molchat Doma",https://open.spotify.com/track/6PF9c5r8Lp0K2RiodWnAKW
14/05/2020,46,"Breaking Me",Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
14/05/2020,47,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
14/05/2020,48,"In My Bones","Ray Dalton",https://open.spotify.com/track/6yHVyMdC08djbP86mdkP3G
14/05/2020,49,Sexy,JoeVille,https://open.spotify.com/track/2n0vHNx05rdQaTrs2R6Ty7
14/05/2020,50,"One More Night",Milos,https://open.spotify.com/track/11ZoqTPkTgngprODZuxgOv
07/05/2020,1,"Судно (Борис Рижий)","Molchat Doma",https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p
07/05/2020,2,Astronomia,Vicetone,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
07/05/2020,3,50//50,Vantage,https://open.spotify.com/track/36lNDeaRf8F8aYaP0zaHpm
07/05/2020,4,"Neljän Seinän Valtias",Diskotimantti,https://open.spotify.com/track/2Xe0LukPZhpPDuuDD2KUBi
07/05/2020,5,August,Intelligency,https://open.spotify.com/track/3ZQ3kDvbNYIZI4uR1qQHII
07/05/2020,6,"Astronomia 2K19 - Radio Edit","Stephan F",https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
07/05/2020,7,Yoga,645AR,https://open.spotify.com/track/2DiybJZJGXyV1UYmngo3eq
07/05/2020,8,"Tässäkö tää oli? (feat. Leavings-Orkesteri)","Arttu Wiskari",https://open.spotify.com/track/3DxOpRtAzmGviFnsn0aM8m
07/05/2020,9,LMK,"Lil Xxel",https://open.spotify.com/track/0efL46uAuNEfukXQYsbPlX
07/05/2020,10,"Naisten kaljailta","Eija Sinikka",https://open.spotify.com/track/1wCGctqepYgWEN0NescTj5
07/05/2020,11,"Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist","Manu Pilas",https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu
07/05/2020,12,Hyvännäköinen,"Jonna Tervomaa",https://open.spotify.com/track/1rsU7CQJZi6XwbdEIWruU4
07/05/2020,13,"Play Date","Melanie Martinez",https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
07/05/2020,14,Disingenuous,Flight,https://open.spotify.com/track/77N3t8CNrUQV2f2SLQzs9Q
07/05/2020,15,"ily (i love you baby) (feat. Emilee)","Surf Mesa",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
07/05/2020,16,"Penelope (feat. Clever)",william,https://open.spotify.com/track/4NVHhia6yRB4RsRTlpzsz3
07/05/2020,17,"Mitä Sydän Sanoo","Kake Karisson",https://open.spotify.com/track/1g110WAU5T9B8t7IDAZyNc
07/05/2020,18,"Jotain Aitoo","Redi Niska",https://open.spotify.com/track/798rCUH701tFyrpogxQbgB
07/05/2020,19,"Kenen joukoissa seisot",KOM-teatteri,https://open.spotify.com/track/7wWwL4QvPvTyu2iKyGJRGR
07/05/2020,20,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
07/05/2020,21,"Deep End Freestyle","Sleepy Hallow",https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK
07/05/2020,22,Joensuu,"joku iiris",https://open.spotify.com/track/2gXzRL5AAn0qE8XgeI1h0K
